Book	Chapter	Question Number	Question	Reference Verse	Correct Answer	Answer A	Answer B	Answer C	Answer D	
Jdg	7	17	Which of the following did Gideon overhear?	13-14	D	A cake of barley bread came tumbling into the camp of Midian	It struck the tent with such force that the tent turned upside down and lay flat	This is the sword of Gideon, son of Joash, a man of Israel; God has given into his hand Midian and all the camp	All of the above	
Jdg	7	18	What did Gideon do after overhearing the dream and its interpretation?	15	C	Charged the camp himself	Stayed in his hiding place to hear more from the Midianite soldiers	He worshiped	Wept with joy	
Jdg	7	19	What did Gideon say to the Israelite men when he returned to the camp?	15	A	Arise, for the Lord has given the host of Midian into your hand	Praise God! The Lord has already defeated the Midianites for you!	Be strong and very courageous. The battle will be long, but you will prevail	Get up mighty warriors! You will be able to defeat the Midianites	
Jdg	7	20	Into how many companies did Gideon divide the army of Israel?	16	B	Two	Three	Four	Five	
Jdg	7	21	What did each soldier of Gideon’s army carry?	16	D	A trumpet	Empty jars	Torches	All of the above	
Jdg	7	22	What did Gideon tell his men to do in the battle?	17	D	Look at me	Do as I do	Walk softly	A and B	
Jdg	7	23	What did Gideon tell the men to shout when he and all who were with him blew their trumpets?	18	C	For the nations of Israel	For our fields and our lands	For the Lord and for Gideon	For the ark of the covenant at Shiloh	
Jdg	7	24	When did Gideon and his men reach the edge of the Midianite camp?	19	B	At the first watch	At the beginning of the middle watch	At the beginning of the third watch	At the middle of the second watch	
Jdg	7	25	What did Gideon and his men do with the trumpets and the jars?	19	D	Used the trumpets to break the jars	Pounded their trumpets against the jars	Put the jars on the end of the trumpets to mute the sound	Blew their trumpets and smashed the jars	
Jdg	7	26	What did the men in the Israelite army hold in their left hand?	20	A	Torches	Trumpets	Jars	Sword	
Jdg	7	27	What did the men in the Israelite army hold in their right hand?	10	B	Torches	Trumpets	Jars	Sword	
Jdg	7	28	What did the Israelite army shout?	20	D	A shield for the Lord and for Gideon!	A trumpet for the Lord and for Gideon!	A shout for the Lord and for Gideon!	A sword for the Lord and for Gideon!	
Jdg	7	29	What happened while each man of the Israelite army stood in his place around the camp?	21	C	All the Midianites attacked them from every direction	All the Midianites fled into their tents in the camp trying to hide	All the Midianites ran, crying out as they fled	All the Midianites bowed down in surrender to the army of Israel	
Jdg	7	30	What happened when the three hundred blew their trumpets?	22	B	The men throughout the camp turned on each other with their swords	The Lord set every man's sword against his comrade and against all the army	The Lord caused the men throughout the camp to turn to each other in fear	The men throughout the camp trampled their tents	
Jdg	7	31	Where did the Midianite army flee?	22	C	To the spring of Harod	To the top of Mount Tabor	As far as the border of Abel-meholah by Tabbath	As far as the border of Beth Shittah, north of Zererah	
Jdg	7	32	Men of Israel from which tribes were called out to pursue the Midianites?	23	A	Naphtali, Asher, and all Manasseh	Reuben, Gad, and half-tribe of Manasseh	Issachar and Ephraim	Levi, Zebulun, and Naphtali	
Jdg	7	33	What message did Gideon send out throughout the hill country of Ephraim?	24	C	Capture the waters of the spring of Harod	Capture the waters as far as Beth Shittah	Captured the waters as far as Beth-barah	Capture the waters as far as the Sea of Kinnereth	
Jdg	7	34	Which Midianite princes did the men of Ephraim capture?	25	D	Oreb	Zeeb	Zebah	A and B	
Jdg	7	35	What did the men of Ephraim do to the Midianite princes that they captured?	25	B	Brought them to Gideon	Killed them and brought their heads to Gideon	Beat them and let them go	Drowned them in the Jordan River	
Jdg	7	36	Where was Gideon at the end of chapter 7?	25	D	In the Israelite camp at the spring of Harod	In the Midianite camp in the Valley of Jezreel	At the top of Mount Gilboa, holding out his javelin	Across the Jordan River	
Jdg	7	37	Where was Zeeb killed?	25	D	At the rock of Oreb	In the Jordan River	In the Valley of Jezreel	At the winepress of Zeeb	
Jdg	8	1	What did the Ephraimites ask Gideon?	1	B	Why have you treated the Midianites like this?	Why didn’t you call us when you went to fight Midian?	Why did you send us home, only to ask us later to fight Midian?	Why did you drive the Midianites into our lands?	
Jdg	8	2	What did the Ephraimites do to Gideon?	1	C	Praised him as a leader and judge over Israel	Betrayed his location to the Midianite leaders	Accused him fiercely	Refused to provide food and water for him	
Jdg	8	3	What was Gideon’s response to the Ephraimites?	2	A	What have I done now in comparison with you?	We have both accomplished great things	God gave Oreb and Zeeb, the Jebusite leaders, into your hands	I was able to do a lot compared to you!	
Jdg	8	4	In what condition did Gideon and his three hundred men cross the Jordan?	4	D	Full of strength and pursuing	Wounded, yet pursuing	Discouraged, yet pursuing	Exhausted, yet pursuing	
Jdg	8	5	Who were Gideon and his men still pursuing?	5	B	Oreb & Zeeb	Zebah & Zalmunna	Nobah & Jogbehah	Gaal & Ebed	
Jdg	8	6	For what did Gideon ask the men of Succoth?	5	A	Loaves of bread	Tents for his troops	Swords & shields	Water	
Jdg	8	7	How did the officials of Succoth respond to Gideon’s request?	6	C	We see Zebah and Zalmunna already in your possession. You can go home now – you do not need anything from us	Here is plenty of bread and water! Your men may have all they want!	Are the hands of Zebah and Zalmunna already in your hand, that we should give bread to your army?	We have many swords and shields. You may take them with you into battle	
Jdg	8	8	Who said, “I will flail your flesh with the thorns of the wilderness and with briers.”	7	D	Zebah	Zalmunna	Joash	Gideon	
Jdg	8	9	Who refused to help Gideon and his three hundred men when he asked for bread?	8	D	Men of Succoth	Men of Heber	Men of Penuel	A and C	
Jdg	8	10	What did Gideon say to the men of Penuel?	9	B	When I return in triumph, I will tear down this city wall	When I come again in peace, I will break down this tower	When I return in triumph, I will tear your flesh with desert thorns and briers	When I return in triumph, you may share in our plunder	
Jdg	8	11	Where were Zebah and Zalmunna?	10	D	Succoth	Peniel	Nobah	Karkor	
Jdg	8	12	How large was the army with Zebah and Zalmunna?	10	A	About 15,000	About 20,000	About 22,000	About 25,000	
Jdg	8	13	How many men who drew the sword of the people of the East had fallen?	10	C	100,000	110,000	120,000	130,000	
Jdg	8	14	How did Gideon and his three hundred men approach the army of Zebah & Zalmuna?	11	B	By the way of the nomads west of Nobah and Jogbehah	By the way of the tent dwellers east of Nobah and Jogbehah	By the way of the nomads north of Nobah and Jogbehah	By the way of the nomads south of Nobah and Jogbehah	
Jdg	8	15	What did Gideon and his 300 men do when they reached the army of the people of the East?	12	D	Captured Zebah	Captured Zalmunna	Threw all the army into a panic	All of the above	
Jdg	8	16	How did Gideon return from the battle?	13	D	By the route of the nomads west of Nobah	By the route of the nomads south of Jogbehah	South of the Pass of Heres	By the ascent of Heres	
Jdg	8	17	What did Gideon obtain from the young man of Succoth?	14	C	Bread and water	A tent in which to rest	The names of the officials and elders of Succoth, 77 men	The secret way into the city of Succoth	
Jdg	8	18	What did Gideon do to the elders of the city of Succoth?	16	A	Taught them a lesson using thorns of the wilderness and briers	Taught them a lesson by burning the city	Taught them a lesson by exiling them from Succoth	Taught them a lesson by tearing down their tower	
Jdg	8	19	What did Gideon do when he returned to Penuel?	17	D	Broke down the tower of Penuel	Punished the men of the town with thorns and briers	Killed the men of the city	A and C	
Jdg	8	20	How did Zebah and Zalmunna respond when Gideon asked, “Where are the men whom you killed at Tabor?”	18	D	As you are each one with the earring of a prince	As you are, each one with the palace of a prince	As you are, each one with the servants of a prince	As you are, so were they. Every one of them resembled the son of a king	
Jdg	8	21	Who had Zebah and Zalmunna killed?	19	B	The priests of Tabor	Gideon’s brothers, the sons of his own mother	Gideon’s cousins, the sons of his own uncle	The government officials of Tabor	
Jdg	8	22	Who was Jether?	20	C	Gideon’s youngest son	Gideon’s only nephew	Gideon’s oldest son	Zebah’s servant	
Jdg	8	23	What did Gideon want Jether to do?	20	D	Kill the men of Succoth	Kill the men of Peniel	Kill the men of Karkor	Kill Zebah and Zalmunna	
Jdg	8	24	Why did Jether not do this?	20	A	He was still a young man and was afraid	He had no sword	He was not strong enough	He was hard of hearing, and did not listen to Gideon	
Jdg	8	25	What did Zebah and Zalmunna say when Jether did not kill them?	21	D	Rise yourself and fall upon us	As the man is, so is his strength	Are you afraid to do it yourself?	A and B	
Jdg	8	26	What did Gideon do besides kill Zebah and Zalmunna?	21	D	Hung their bodies from a tree	Threw their bodies into the Jordan River	Took the ornaments off their necks	Took the crescent ornaments off their camels’ necks	
Jdg	8	27	What did the men of Israel want Gideon to do after he conquered the Midianites?	22	A	Rule over them	Share the plunder	Leave their country	Offer sacrifices	
Jdg	8	28	Which of the following did Gideon say when he responded to the Israelite request?	23	C	I will rule over you	My son will rule over you	The Lord will rule over you	All of the above	
Jdg	8	29	What did Gideon ask of the men of Israel?	24	B	A necklace from each man’s earrings from his spoil	An earring from each man’s earrings from his spoil	A bracelet from each man’s earrings from his spoil	All of the above	
Jdg	8	30	Whose custom was it to wear golden earrings?	24	D	Midianites	Canaanites	Amalekites	Ishmaelites	
Jdg	8	31	What was the weight of the golden earrings Gideon requested?	26	D	700 shekels	70 shekels	17 shekels	1,700 shekels	
Jdg	8	32	What else did Gideon have as spoil from the battle?	26	D	Crescent ornaments	Pendants and purple garments worn by the kings of Midian	Collars that were on the necks of the camels	All of the above	
Jdg	8	33	What did Gideon do with the gold he was given?	27	B	Made it into a golden calf	Made it into an ephod	Made it into an altar	Made it into a golden candlestick	
Jdg	8	34	Where did Gideon put this object that he made with the gold?	27	C	In the tent of meeting in Shiloh	Where his father’s idol of Baal had stood before Gideon destroyed it	In Ophrah, his city	On his head	
Jdg	8	35	What did this object become to Gideon and his family?	27	D	Strength	Wealth	Power	A snare	
Jdg	8	36	How long did the land of Israel enjoy rest during the life of Gideon?	28	B	Twenty years	Forty years	Sixty years	Fifty years	
Jdg	8	37	How many sons did Gideon (Jerubbaal) have?	30	D	Twelve	Twenty	Twenty-two	Seventy	
Jdg	8	38	Where did Gideon’s concubine live?	31	C	Ophrah	Shiloh	Shechem	Peniel	
Jdg	8	39	What was the name of the son of Gideon by his concubine?	31	A	Abimelech	Jether	Joash	Jotham	
Jdg	8	40	Where was Gideon buried?	32	D	In the tomb of Heber and Jael, the Kenites	In the tomb of Caleb and Othniel	In the tomb of Ehud and Shamgar	In the tomb of Joash his father, at Ophrah	
Jdg	8	41	What did the Israelites do right after Gideon died?	33	D	Mourned and wept for forty days	Whored after the Baals	Made Baal-berith their god	B and C	
Jdg	8	42	“They did not _______ to the family of Jerubbaal (that is, Gideon) in return for all the good that he had done to Israel.”	35	C	Pay tribute	Bow down	Show steadfast love	Give livestock	
Jdg	9	1	Who was Abimelech?	1	A	Son of Jerubbaal	Son of Jether	Son of Jotham	Son of Zebul	
Jdg	9	2	Whom did Abimelech send to Shechem to speak on his behalf?	1	C	His mother	His brothers	His mother’s relatives	His sisters	
